1785040,[Heides] Gift from Blue Sentinel Targray after getting to 3rd rank in the Blue Sentinels
10315010,[Heides] Metal chest after Old Dragonslayer
10315020,[Heides] Wooden chest after Old Dragonslayer
10315030,[Heides] Metal chest before Old Dragonslayer
10316110,[Heides] Next to metal chest before Old Dragonslayer
303300,[Wharf] Flexile Sentry drop
10185000,[Wharf] Wooden chest in the first house in Wharf
10185001,[Wharf] Wooden chest in the first house in Wharf in NG+
10185030,[Wharf] Wooden chest on the 2nd floor of the house next to central courtyard
10185040,[Wharf] Metal chest in house next to central courtyard
10185050,[Wharf] Metal chest in the topmost house with dark stalkers
10185060,[Wharf] Metal chest in the secret alcove in the poison jar room
10185070,[Wharf] Metal chest behind illusory wall underneath Wharf Gavlan
10185071,[Wharf] Metal chest behind illusory wall underneath Wharf Gavlan NG+
10185080,[Wharf] Wooden chest behind illusory wall underneath Wharf Gavlan
10185081,[Wharf] Wooden chest behind illusory wall underneath Wharf Gavlan in NG+
10185100,[Wharf] Trapped wooden chest in the topmost house with dark stalkers
10185110,[Wharf] Metal chest in the poison jar room
10185120,[Wharf] Metal chest after Flexile Sentry
10186000,[Wharf] Corpse on top balcony in the first building on left
10186010,[Wharf] On tipped boat in water
10186020,[Wharf] In staircase in a house after the ship-calling bell
10186021,[Wharf] In staircase in a house after the ship-calling bell in NG+
10186030,[Wharf] Behind a shelf in alcove
10186050,[Wharf] In the shallow water
10186070,[Wharf] In the house under the Pharros' contraption
10186071,[Wharf] In the house under the Pharros' contraption in NG+
10186100,[Wharf] On the roof of the house under the Pharros' contraption
10186110,[Wharf] On the high ledge
10186120,[Wharf] Corpse in the secret alcove of the poison jar room
10186130,[Wharf] Rooftop after the ship-calling bell
10186140,[Wharf] Corpse in the secret alcove of the poison jar room
10186150,[Wharf] Vanilla dark pine resin: in the left house before the first stairs
10186160,[Wharf] Corpse in the secret alcove of the poison jar room
10186170,[Wharf] In alcove behind the poison jars
10166460,[Bastille] In a cell at top of elevator ride after Flexile
10166470,[Bastille] In hidden tunnel after riding down on top of the elevator after Flexile
10166300,[Bastille] Cell near Exile Holding Cells bonfire
10166310,[Bastille] In a room with explosive hollows near Antiquated door
10166010,[Bastille] On top of the scaffolding in dog courtyard
10166070,[Bastille] Vanilla gold pine resin: on the left-hand-side on the way to McDuff
10165240,[Bastille] Metal chest next to Lucatiel
10166420,[Bastille] Upper floor of tower above Lucatiel
10166421,[Bastille] Upper floor of tower above Lucatiel in NG+
10165160,[Bastille] First wooden chest in McDuff's workshop
10165170,[Bastille] Second wooden chest in McDuff's workshop
10165180,[Bastille] Third wooden chest in McDuff's workshop
10165190,[Bastille] Fourth wooden chest in McDuff's workshop
10165150,[Bastille] Metal chest in McDuff's workshop
1764300,[Bastille] Given to you after spending 12k on upgrades/infusions at Mcduff
10165140,[Bastille] Metal chest where Pursuer attacks near the Tower Apart
10166080,[Bastille] On ledge near tower apart bonfire
10165250,[Bastille] Vanilla effigies: metal chest next to Tower Apart bonfire
10165260,[Bastille] Vanilla: Dull ember: metal chest next to Tower Apart bonfire
10166020,[Bastille] Item hidden immediately behind door after Servants' Quarters bonfire
10166030,[Bastille] End of the rubble path
10166050,[Bastille] Corpse up the ladder
10166100,[Bastille] Corpse behind illusory wall in Sentinel's room
10166150,[Bastille] In a cell in the narrow corridor after Sentinels
325000,[Bastille] Ruin sentinels drop
10166320,[Bastille] In a cell before Sentinels
10166270,[Bastille] At bottom of ladder before ruin sentinels
10166000,[Bastille] On upper ledge in Sentinel's room
10165040,[Bastille] Wooden chest behind illusory wall from stairs after Sentinels
10165210,[Bastille] Vanilla Hush: metal chest behind illusory wall in Sentinel's room
10166370,[Bastille] On opposite roof (jump) after Servants' Quarters
10165041,[Bastille] Wooden chest behind illusory wall from stairs after Sentinels in NG+
10165050,[Bastille] Vanilla estus shard: metal chest behind in the dog/Pursuer courtyard
10165080,[Bastille] Wooden chest behind illusory wall from Sentinel's room
10165130,[Bastille] Metal chest in the room under Servants' Quarters bonfire
10166380,[Bastille] In the room under the Servants' Quarters bonfire
10166180,[Bastille] Vanilla Bastille Key: on ledge behind boxes
10166290,[Bastille] Vanilla flame butterflies: on roof after Servants' Quarters
10166490,[Bastille] In the well
10166430,[Bastille] Vanilla Archdrake shield: Blow up wall by Pharros/elevator room
10165010,[Bastille] Wooden chest behind Pharros' contraption in Pharros/elevator room
10165000,[Bastille] First metal chest in Pharros/elevator room
10165020,[Bastille] Second metal chest near in Pharros/elevator room
10165070,[Bastille] Third metal chest in Pharros/elevator room
10165110,[Bastille] Metal chest next to elevator in Pharros/elevator room
10166410,[Bastille] Vanilla ascetic: on ledge halfway up elevator shaft
10166130,[Bastille] Corpse at top of elevator
10166480,[Bastille] In the corridor after one illusory wall
10166200,[Bastille] End of the path after double illusory wall above dog/Pursuer courtyard
10166260,[Bastille] On corpse after jumping gap after the illusory wall
10166040,[Bastille] On a corpse at the end of a long thin ledge above Mcduff's workshop
10166440,[Bastille] In a cell next to Straid's cell
10166441,[Bastille] In a cell next to straid's cell in NG+
1768000,[Bastille] Gift from Straid after trading 4 boss souls
10166190,[Bastille] Behind the corner at beginning of the bridge to Sinner's Rise
10166191,[Bastille] Behind the corner at beginning of the bridge to Sinner's Rise in NG+
324000,[BelfryLuna] Belfry Gargoyles drop
324001,[BelfryLuna] Belfry Gargoyles drop in NG+
10165200,[BelfryLuna] Wooden chest at topmost floor
10165220,[BelfryLuna] Metal chest after dropping through hole from 2nd floor
10165230,[BelfryLuna] Metal chest after Gargoyles
10166140,[BelfryLuna] On railing 2nd floor
10166160,[BelfryLuna] Corpse after dropping through hole from 2nd floor
10166170,[BelfryLuna] Corpse on topmost floor
10166250,[BelfryLuna] At lower level in pit after Gargoyles
10166390,[BelfryLuna] At upper level in pit after Gargoyles
10166400,[BelfryLuna] On ledge at Gargoyle arena
626000,[SinnersRise] Lost Sinner drop
626001,[SinnersRise] Lost Sinner drop in NG+
10165120,[SinnersRise] Metal chest after the lost sinner
10166060,[SinnersRise] On small ledge very near bonfire
10166090,[SinnersRise] Right side just after bottom of elevator
10166110,[SinnersRise] Item in elevator shaft
10166120,[SinnersRise] Left side just after bottom of elevator
10166230,[SinnersRise] Behind illusory wall at right side just after elevator
10166280,[SinnersRise] In open cell left side lower level
10166330,[SinnersRise] In locked cell left side upper level
10166350,[SinnersRise] In right side oil-sconce room just before the Sinner
10166360,[SinnersRise] Left side just before the Sinner
10166450,[SinnersRise] On ledge outside tower at top of elevator
10045020,[Pit] First metal chest behind the forgotten door
10045030,[Pit] Third metal chest behind the forgotten door
10045050,[Pit] Second metal chest behind the forgotten door
10046140,[Pit] Vanilla DLC1 key: corpse behind the forgotten door
10046130,[Pit] First board in the pit
10046060,[Pit] Second board in the pit
10046050,[Pit] Third board in the pit
10046090,[Pit] Fourth board in the pit
10046150,[Pit] Vanilla homeward bone: entrance to corridor before bridge crystal lizard
10345000,[Pit] Metal chest after jumping across the wooden bridge in the circular room with explosive hollows
10345020,[Pit] Vanilla bone dust: metal chest guarded by syan soldier
10346000,[Pit] First corpse on scaffolding before the Gutter
10346010,[Pit] Second corpse on scaffolding before the Gutter
10346090,[Pit] On the higher bridge  of the circular room after Rat Vanguard
10346091,[Pit] On the higher bridge of the circular room after Rat Vanguard in NG+
10346070,[Pit] First corpse in the circular room
10346110,[Pit] Second corpse in the circular room with explosive hollows
10346100,[Pit] On a small unconnected ledge offset from the wooden bridge in the circular room
10345010,[Pit] Vanilla token of spite: wooden chest under the scaffolding before the Gutter
226100,[GraveOfSaints] Royal rat vanguard drop
10346020,[GraveOfSaints] 2nd floor on other side of the drawbridges
10346030,[GraveOfSaints] In the first circular room of Grave of Saints
10346031,[GraveOfSaints] In the first circular room of Grave of Saints in NG+
10346040,[GraveOfSaints] 2nd floor left side next to table
10346050,[GraveOfSaints] 1st floor on other side of the drawbridges
10346060,[GraveOfSaints] In the middle circle of the circular room
10346080,[GraveOfSaints] 1st floor left side
10256220,[Gutter] Urn next to upper gutter bonfire
10256250,[Gutter] Urn in lower level near the ring of torches
10256000,[Gutter] Urn behind the forgotten door
10256410,[Gutter] First corpse in top level; near Jeff jump
10256420,[Gutter] Second corpse in top level; near Jeff jump
10256430,[Gutter] Third corpse in top level; near Jeff jump
10256440,[Gutter] Fourth corpse in top level; near Jeff jump
10256450,[Gutter] Fifth corpse in top level; near Jeff jump
10255010,[Gutter] Wooden chest on top of small structure in the end of the first long bridge
10255110,[Gutter] Metal chest in the base of the tower where the zip-line starts
10256030,[Gutter] Urn inside a small structure on top of the tower where the zip-line starts
10256060,[Gutter] Urn in top level near the three torches side by side
10256090,[Gutter] Urn in lower level of the structure where second long bridge ends
10255040,[Gutter] Metal chest near where Melinda the Butcher invades
10256230,[Gutter] Urn in area with tar pits
10256240,[Gutter] Urn next to upper gutter bonfire on a little bit higher ledge
10256260,[Gutter] Urn in the 2nd floor of the tower where the zip-line starts
10256270,[Gutter] Urn next to hanging poison statue in the base of the tower where the zip-line starts
10256280,[Gutter] Urn on top of the tower where the zip-line starts
10256290,[Gutter] Urn in tight corner on middle level of the tower where the zip-line starts
10256330,[Gutter] Urn in wooden floor in multiple ladders area
10256400,[Gutter] Corpse on top of the tower where the zip-line starts
10255100,[Gutter] Metal chest in the cave with corrosive bugs
10256310,[Gutter] Urn in between the fog gate and the ant queen
10256170,[Gutter] First urn behind the ant queen
10256300,[Gutter] Second urn behind the ant queen
10256320,[Gutter] Urn in the area with multiple ladders
10255030,[Gutter] Wooden chest on ledge in multiple ladders area
10256340,[Gutter] First urn at the bottom of the multiple ladders area
10256130,[Gutter] Second urn at the bottom of the multiple ladders area
10256160,[Gutter] Before the entrance to the Black Gulch
10255130,[Gulch] Vanilla shotel: metal chest in the side tunnel before the worms
10256370,[Gulch] First urn in the front of the worms
10256380,[Gulch] Second urn in the front of the worms
10256390,[Gulch] Urn in the wide area before the rotten
10255050,[Gulch] Wooden chest in the side tunnel after the worms
10255090,[Gulch] Metal chest in side room next to Gulch Giants
10256350,[Gulch] Urn at the bottom of the elevator near Gulch Giants
60001000,[Gulch] Drop from Gulch Giants
10256360,[Gulch] Urn next to the second bonfire
326000,[Gulch] The Rotten drop
326001,[Gulch] The Rotten drop in NG+
10256500,[Gulch] Dropped from rotten's arm
10256210,[Gulch] In the fire in the Rotten arena
10255120,[Gulch] Metal chest after the Rotten
154000,[Copse] Skeleton Lords drop
154001,[Copse] Skeleton Lords drop in NG+
1770000,[Copse] Gift from Felkin when over 20INT and 20FTH
10046080,[Copse] On ground after rotating rotunda towards Huntsman's Copse
10235010,[Copse] Metal chest in the cave with the giant basilisk
10235020,[Copse] Metal chest in a round hut where you drop from above
10236000,[Copse] On ledge right above the Bridge Approach bonfire
10236020,[Copse] Next to a big cliff face guarded by a sickle undead
10236021,[Copse] Next to a big cliff face guarded by a sickle undead in NG+
10236030,[Copse] On the left side of the path before the first stone bridge
10236040,[Copse] On a ledge on the way to Executioner's Chariot
10236050,[Copse] Corpse in the necromancer cave closest to the Undead Lockaway bonfire
10236060,[Copse] On small ledge with a necromancer
10236070,[Copse] Hanging on the side of the big circular hole in the room in the beginning of the area
10236071,[Copse] Hanging on the side of the big circular hole in the room in the beginning of the area in NG+
10236080,[Copse] On the roof of the room with the big circular hole in the beginning of the area
10236090,[Copse] Round hut next to a big cliff face
10236100,[Copse] First corpse in a round hut where you drop from above
10236110,[Copse] Second corpse in a round hut where you drop from above
10236120,[Copse] In the room with the big circular hole in the beginning of the area
10236130,[Copse] On the left side of the path after the first stone bridge
10236131,[Copse] On the left side of the path after the first stone bridge in NG+
10236140,[Copse] Next to portcullis in the necromancer cave
10236150,[Copse] Vanilla Token of Fidelity: on the pillar under the Chariot bridge
10236160,[Copse] Where Merciless Roenna invades
10236170,[Copse] On a small ledge where you drop from the area where Merciless Roenna invades
10236230,[Copse] Round hut on the way to Skeleton Lords
10236240,[Copse] On the side ledge just before Executioner's Chariot boss
10236250,[Copse] On lower end of the elevator from the cave with the giant basilisk
10236260,[Copse] On a stone bridge in the cave with the giant basilisk
10236270,[Copse] On a stone pillar inside the necromancer cave
619100,[Chariot] Executioner's Chariot drop
619101,[Chariot] Executioner's Chariot drop in NG+
2003000,[Chariot] Brotherhood of Blood join
2003011,[Chariot] Brotherhood of Blood 1st rank reward
2003012,[Chariot] Brotherhood of Blood 2nd rank reward
2003013,[Chariot] Brotherhood of Blood 3rd rank reward
1783040,[Chariot] Gift from Titchy Gren after Brotherhood of Blood Rank 3
10236010,[Chariot] Above the stairs leading to the bonfire
10236180,[Chariot] First corpse in the Chariot arena
10236190,[Chariot] Second corpse in the Chariot arena
10236200,[Chariot] Third corpse in the Chariot arena
10236210,[Chariot] Fourth corpse in the Chariot arena
10236220,[Chariot] Fifth corpse in the Chariot arena
2007000,[HarvestValley] Heirs of the Sun join
2007011,[HarvestValley] Heirs of the Sun 1st rank reward
2007012,[HarvestValley] Heirs of the Sun 2nd rank reward
2007013,[HarvestValley] Heirs of the Sun 3rd rank reward
10175020,[HarvestValley] Wooden chest inside the small cave where you meet Gavlan
10175021,[HarvestValley] Wooden chest inside the small cave where you meet Gavlan in NG+
10175030,[HarvestValley] Metal chest next to ladders leading down into the poison filled tunnel
10175110,[HarvestValley] Metal chest inside the small cave where you meet Gavlan
10176000,[HarvestValley] Behind a plank wall in the area with multiple sickle undeads
10176020,[HarvestValley] On a ledge before the first poison area
10176030,[HarvestValley] On a ledge right after the first poison area
10176060,[HarvestValley] On upper end of the ladders before the gate guarded by desert sorceress
10176070,[HarvestValley] A corpse behind a plank wall you need a mounted overseer to break
10176080,[HarvestValley] Behind a plank wall in the area with multiple sickle undeads
10176090,[HarvestValley] A corpse behind a plank wall you need a mounted overseer to break
10176130,[HarvestValley] A corpse behind a plank wall you need a mounted overseer to break
10176160,[HarvestValley] A corpse behind a plank wall you need a mounted overseer to break
10176180,[HarvestValley] A corpse inside the small cave where you meet Gavlan
10176200,[HarvestValley] A corpse in the first poison area
10176210,[HarvestValley] In the poison filled tunnel closer to Earthen Peak end
10176220,[HarvestValley] In a small poison filled alcove from the poison area in front of Earthen Peak
10176221,[HarvestValley] In a small poison filled alcove from the poison area in front of Earthen Peak in NG+
10176230,[HarvestValley] A corpse in the first poison area
10176231,[HarvestValley] A corpse in the first poison area in NG+
10176250,[HarvestValley] A corpse in the first poison area
10176260,[HarvestValley] A corpse in the first poison area
10176270,[HarvestValley] A corpse in the first poison area
10176280,[HarvestValley] A corpse in the first poison area
10176290,[HarvestValley] A corpse in the first poison area
10176300,[HarvestValley] A corpse in the first poison area
10176340,[HarvestValley] In the poison filled tunnel closer to Earthen Peak
10176350,[HarvestValley] A corpse in the poison area before Earthen Peak
10176370,[HarvestValley] A corpse in the poison area before earthen peak
10176390,[HarvestValley] On a ledge after the tunnel leading away from the area with multiple sickle undeads
10176400,[HarvestValley] Behind a plank wall in the area with multiple sickle undeads
10176410,[HarvestValley] In the poison filled tunnel further Earthen Peak
10176460,[HarvestValley] In a tunnel leading away from the area with multiple sickle undeads
10176461,[HarvestValley] In a tunnel leading away from the area with multiple sickle undeads in NG+
10176470,[HarvestValley] Behind a plank wall in the area with multiple sickle undeads
10176480,[HarvestValley] Behind a plank wall in the area with multiple sickle undeads
10176490,[HarvestValley] In the middle of the area with multiple sickle undeads
10176500,[HarvestValley] A corpse in the first poison area
10176510,[HarvestValley] A corpse in the first poison area
10176520,[HarvestValley] A corpse in the first poison area
10176530,[HarvestValley] A corpse in the first poison area
10176540,[HarvestValley] A corpse in the first poison area
10176550,[HarvestValley] A corpse in the first poison area
10176560,[HarvestValley] A corpse in the first poison area
10176570,[HarvestValley] A corpse in the first poison area
10176580,[HarvestValley] A corpse in the poison area before earthen peak
10176590,[HarvestValley] A corpse in the poison area before earthen peak
10176600,[HarvestValley] A corpse in the poison area before earthen peak
10176610,[HarvestValley] A corpse in the poison area before earthen peak
10176620,[HarvestValley] A corpse in the poison area before earthen peak
500000,[EarthernPeak] Covetous Demon drop
501000,[EarthernPeak] Mytha
501001,[EarthernPeak] Mytha
1744010,[EarthernPeak] Gift from Pate if player has summoned him to the Last Giant fight
10175040,[EarthernPeak] Wooden chest on a lower side ledge of the main hall
10175050,[EarthernPeak] Wooden chest behind illusory wall in the top floor
10175060,[EarthernPeak] Metal chest in side room where you need to jump before Covetous Demon
10175070,[EarthernPeak] Trapped wooden chest in side room before Covetous Demon
10175090,[EarthernPeak] Trapped wooden chest next to two desert sorceress
10175120,[EarthernPeak] Metal chest on the other side of a jumpable gap
10175130,[EarthernPeak] Metal chest behind Pharros contraption in the lowest level next to Lucatiel
10175140,[EarthernPeak] Metal chest in a small room behind a locked door next to Pate (need to drop from above)
10175150,[EarthernPeak] Metal chest in a bigger room behind a locked door next to pate (need to drop from above)
10175160,[EarthernPeak] Metal chest on upper end of the raisable wooden platform
10176010,[EarthernPeak] On a broken bridge part with manikin in the central hall
10176040,[EarthernPeak] Vanilla Spell Quartz +1: behind illusory wall on Mytha's foggate level near the ladders
10176050,[EarthernPeak] Under the raisable wooden platform
10176100,[EarthernPeak] In a poison filled corridor in the lowest level
10176110,[EarthernPeak] In a narrow crevasse right before Covetous Demon
10176120,[EarthernPeak] In the corner of the first room after Covetous bonfire
10176140,[EarthernPeak] On a ledge where you need to buy ladders from gilligan
